"net_tfa","e401","age","inc","fsize","educ","pira","hown","marr","db","twoearn"
-500,0,51,19968,2,18,0,1,0,0,0
-7500,0,27,43518,3,12,0,0,1,0,1
0,0,58,17448,1,8,0,0,0,1,0
-1450,0,34,28869,4,13,0,1,1,0,0
59300,0,58,23706,2,12,1,1,1,0,0
0,0,43,10668,1,17,0,0,0,0,0
-3036,0,28,19701,4,6,0,1,1,0,1
-5192,0,36,15186,4,9,1,1,1,0,0
449,0,35,32022,3,14,0,0,1,0,0
1900,0,28,20730,4,14,0,0,1,0,1
1300,0,30,32430,3,14,0,1,1,0,1
12849,0,36,51165,4,14,0,1,1,0,1
4000,0,39,7143,6,8,0,0,1,0,1
6200,0,49,134490,5,18,1,1,1,1,1
50,0,44,11610,1,12,0,1,0,0,0
3199,0,46,36390,4,12,0,1,1,0,1
250,0,33,14877,1,12,0,0,0,0,0
-500,0,35,19287,3,12,0,0,0,0,0
450,0,47,33792,6,17,0,1,1,0,0
6399,0,56,25761,2,16,0,1,1,0,0
-2900,0,43,29808,3,12,0,1,1,0,0
-7545,0,27,26940,1,18,0,0,0,0,0
54247,0,52,22488,3,12,1,1,1,0,0
-2100,0,33,22764,4,11,0,1,1,0,1
-991,0,34,42429,2,13,1,1,1,1,1
2700,0,40,47355,4,14,0,1,1,0,1
-300,0,29,33600,4,14,0,0,1,0,1
5980,0,59,64956,3,18,1,1,1,0,1
11400,0,44,59664,5,14,1,1,1,0,1
-1500,0,42,47682,4,12,0,1,1,0,0
-6395,0,25,27918,1,16,0,0,0,0,0
200,0,34,53520,3,13,0,0,1,0,1
0,0,41,46080,5,16,0,1,1,0,1
-700,0,34,22800,2,12,0,0,0,0,0
47700,0,62,65028,2,12,1,1,1,0,0
13000,0,30,67125,2,16,1,0,1,0,1
-1335,0,28,31800,4,12,0,0,1,0,0
0,0,26,16983,1,12,0,0,0,1,0
5700,0,59,13974,3,7,1,1,0,0,0
3500,0,33,19236,1,17,0,0,0,1,0
750,0,46,12630,1,12,0,0,0,0,0
-5790,0,48,21066,2,14,0,1,0,0,0
-1850,0,32,17550,2,13,0,0,1,0,0
39000,0,62,58272,1,11,0,1,0,1,0
-4500,0,29,18000,1,12,0,0,0,0,0
11730,0,48,77913,2,14,0,1,1,1,1
-609,0,29,27486,6,10,1,0,1,0,0
16999,0,26,33651,1,14,0,0,0,0,0
-2051,0,32,20205,5,13,0,0,1,0,0
1700,0,41,45810,4,14,1,1,1,0,1
-10500,0,32,67422,4,12,0,0,1,0,1
120000,0,40,124932,4,17,1,1,1,0,1
-400,0,63,43902,2,9,0,1,1,0,0
4,0,31,3603,1,16,0,0,0,0,0
1900,0,53,96909,4,12,0,1,1,0,1
39966,0,56,27621,2,12,0,1,1,0,1
9000,0,45,61560,4,16,1,1,1,0,1
-2617,0,52,9000,2,12,0,1,0,1,0
9150,0,43,18900,3,12,0,0,0,0,0
14000,0,63,15558,1,12,0,0,0,0,0
55,0,26,32640,1,12,0,0,0,0,0
2350,0,48,41655,3,10,1,1,1,1,1
550,0,46,32895,1,11,0,1,0,1,0
0,0,27,10248,6,13,0,0,1,0,0
-2382,0,37,37662,11,12,0,0,1,0,1
656,0,59,23976,2,14,0,1,1,0,0
734,0,53,31386,3,12,0,1,1,0,0
0,0,42,22941,4,12,0,1,0,1,0
200,0,32,30186,2,12,0,1,1,0,1
-7304,0,43,19068,3,12,0,1,0,0,0
0,0,25,19800,1,9,0,1,0,1,0
0,0,31,28080,3,12,0,1,1,0,1
0,0,31,28467,3,11,0,0,1,1,1
-7100,0,42,36603,4,12,0,1,1,0,1
-1000,0,40,10560,3,12,0,0,0,0,0
-1800,0,53,34755,3,12,0,1,1,0,1
10050,0,54,9816,1,12,1,1,0,0,0
-700,0,28,23382,1,16,0,0,0,0,0
62500,0,60,55476,2,12,1,1,0,1,0
0,0,30,16800,1,12,0,0,0,0,0
-14650,0,37,25488,4,12,0,1,1,0,1
-276,0,48,52836,3,12,0,1,1,0,1
12800,0,31,50529,2,16,1,1,1,0,1
-4995,0,29,42828,2,14,0,1,1,0,1
1500,0,32,34455,3,13,1,1,1,0,1
-4609,0,27,39003,2,15,0,0,1,1,1
0,0,32,12750,1,10,0,0,0,0,0
-1800,0,42,15786,4,12,0,0,0,0,0
17000,0,35,9600,3,12,1,0,0,0,0
1600,0,41,33225,1,18,1,0,0,0,0
3222,0,53,29169,4,12,1,1,1,0,0
0,0,34,9600,3,12,0,0,0,0,0
2400,0,28,25500,4,12,0,0,1,0,0
5999,0,61,50919,3,18,0,1,1,1,1
3300,0,39,29232,1,18,1,1,0,1,0
-2000,0,37,12900,3,12,0,0,0,1,0
90,0,31,38319,3,12,0,0,1,0,1
-500,0,53,21000,3,12,0,1,1,0,1
-1600,0,60,31605,1,12,0,1,0,1,0
20799,0,50,48660,3,12,1,1,0,0,0
5000,0,36,17379,3,10,1,1,0,0,0
17000,0,35,19464,4,12,0,1,0,1,0
4883,0,44,26472,4,12,0,1,1,0,0
300,0,50,30660,3,12,0,0,1,1,1
-4300,0,43,20583,4,16,0,0,0,1,0
2526,0,25,47322,2,16,0,1,1,0,1
9999,0,64,18450,5,6,0,1,1,0,0
-690,0,45,33084,2,10,0,1,0,0,0
26749,0,55,45990,5,6,1,1,1,0,1
-2422,0,50,30636,2,12,0,1,0,0,0
12500,0,64,18738,2,11,1,1,1,0,1
6325,0,35,32265,4,12,0,1,1,0,1
0,0,49,18153,4,12,0,0,1,0,0
1482,0,35,37965,1,17,0,0,0,0,0
0,0,39,21216,1,11,0,0,0,0,0
-4100,0,45,27648,3,8,0,1,1,0,1
0,0,41,1035,1,16,0,0,0,1,0
99789,0,61,66528,2,12,1,1,1,0,0
23549,0,29,19491,1,18,0,0,0,0,0
-6994,0,45,35565,3,12,0,0,0,0,0
-495,0,31,10008,4,12,0,0,0,0,0
300,0,50,18348,4,6,0,1,0,0,0
97664,0,58,44640,1,12,1,1,0,0,0
-7055,0,31,5232,1,17,0,0,0,0,0
15000,0,41,9798,1,16,1,1,0,0,0
0,0,38,30600,1,18,0,0,1,0,0
499,0,41,26022,2,15,0,0,0,1,0
-600,0,40,13290,3,13,0,1,0,0,0
-3700,0,31,63858,5,12,0,1,1,0,0
-3450,0,45,23670,12,10,0,1,1,0,0
3300,0,49,20082,4,16,1,1,1,0,0
6850,0,40,51198,2,14,0,1,1,0,1
8599,0,36,43440,4,16,0,0,1,0,0
0,0,29,9900,3,1,0,0,0,0,0
1574,0,52,45135,2,12,1,1,1,0,0
1200,0,38,17652,3,12,0,1,0,0,0
-3300,0,27,35745,2,17,0,0,1,0,1
40300,0,35,27486,2,14,1,0,1,0,0
47870,0,48,40452,1,1,1,1,0,0,0
-250,0,33,24114,3,9,0,0,1,0,1
3338,0,34,27876,5,14,1,1,1,0,0
4499,0,37,39000,2,12,0,1,0,0,0
58500,0,47,47292,1,16,0,1,0,1,0
13300,0,39,34509,1,12,0,0,0,0,0
0,0,40,25500,6,12,0,1,1,0,0
1499,0,48,39651,2,12,0,1,0,0,0
-1151,0,58,22953,1,11,0,1,0,0,0
0,0,57,5220,1,18,0,0,0,1,0
2010,0,62,20796,2,14,0,1,1,0,0
0,0,61,3636,1,9,0,0,0,0,0
-50,0,42,14928,4,12,0,1,0,1,0
356,0,33,31575,2,12,0,1,1,1,1
0,0,61,16200,2,10,0,0,1,0,1
1499,0,38,31674,1,15,0,1,0,1,0
0,0,42,19101,5,9,0,0,1,0,1
900,0,30,27045,4,13,0,0,1,0,0
6000,0,40,37920,3,15,0,1,0,0,0
6757,0,27,45654,3,12,0,1,1,0,1
1099,0,36,57675,2,14,0,1,0,0,0
1636,0,26,180858,3,16,0,1,1,0,1
6999,0,40,916,1,12,0,1,0,0,0
0,0,38,31500,3,13,0,1,0,0,0
6500,0,40,47463,2,15,0,1,1,1,1
5800,0,29,53337,2,18,0,1,1,1,1
-300,0,42,24336,4,12,0,1,1,0,0
96422,0,48,46743,1,17,1,1,0,0,0
-14578,0,54,32076,3,3,0,0,0,0,0
-725,0,30,24510,2,12,0,0,1,0,1
33249,0,49,87660,2,14,1,1,1,1,1
1000,0,44,65400,4,16,0,0,1,1,1
2900,0,30,20559,3,14,0,0,0,1,0
35900,0,33,39351,1,18,1,0,0,0,0
-334,0,43,34299,2,18,0,1,0,0,0
36800,0,30,75222,2,16,0,1,1,1,1
219699,0,59,144534,2,18,1,1,1,1,0
-4100,0,26,28080,4,14,0,1,1,0,1
-4000,0,41,21735,4,12,0,1,1,0,1
3000,0,33,45810,4,12,0,1,1,0,0
-1200,0,33,17214,1,12,0,0,0,0,0
30999,0,41,39150,1,18,1,0,0,1,0
-5700,0,35,31620,3,14,0,0,1,0,1
-915,0,39,54066,5,17,0,1,1,1,1
-791,0,47,18195,10,12,0,1,1,1,1
-14900,0,40,32832,1,14,0,0,0,0,0
1865,0,46,68823,4,12,1,1,1,0,1
550,0,34,65505,4,13,0,1,1,0,1
10999,0,25,36600,1,16,0,0,0,0,0
0,0,41,2325,4,12,0,0,1,0,0
18150,0,51,58245,2,12,0,1,1,0,1
1900,0,32,37260,3,18,0,1,1,0,0
377500,0,54,110892,2,12,1,1,1,0,1
0,0,46,7854,3,11,0,0,0,0,0
652,0,31,32295,4,13,0,1,1,0,1
14178,0,32,24396,4,6,0,0,1,0,0
0,0,59,12960,4,12,0,1,1,0,0
-4200,0,40,31860,3,16,0,1,0,0,0
-2800,0,33,62808,3,16,0,1,1,1,1
-4300,0,30,31086,4,12,0,0,1,0,1
-11551,0,39,21603,3,12,0,0,0,0,0
0,0,33,20400,1,12,0,0,0,0,0
-2316,0,26,24621,2,15,0,1,1,0,1
-1600,0,29,33381,1,12,0,0,0,0,0
-4888,0,56,23394,2,12,0,1,0,0,0
13758,0,39,37710,2,13,1,1,1,0,0
300,0,25,15462,2,11,1,0,1,0,0
150,0,58,9150,1,13,0,1,0,0,0
-605,0,50,31659,3,12,0,0,1,0,1
16610,0,54,33267,1,13,0,0,0,0,0
-2400,0,35,47676,4,17,0,1,1,1,1
-1398,0,28,43596,2,14,0,1,1,0,1
-5201,0,27,19290,3,12,0,1,1,0,0
-5774,0,44,12501,2,14,0,1,0,0,0
-4400,0,36,18138,2,12,0,1,0,0,0
10,0,34,27006,1,12,0,0,0,0,0
293,0,30,32931,4,12,0,0,1,0,1
72598,0,60,38361,2,13,1,1,1,0,0
800,0,28,15774,1,12,0,0,0,0,0
2600,0,50,18456,1,14,1,0,0,0,0
2100,0,61,22341,2,18,0,1,1,0,0
-6000,0,42,30000,4,18,0,0,1,0,0
-3969,0,42,25281,5,12,0,0,1,0,0
4701,0,52,20700,1,12,0,1,0,0,0
-30240,0,25,85380,4,1,0,0,1,0,1
22137,0,39,39105,2,16,1,1,1,0,1
1950,0,52,47700,2,12,0,1,1,1,1
13798,0,38,40602,4,18,0,1,1,0,0
96150,0,57,22317,2,11,1,0,1,0,0
45700,0,54,49080,2,10,1,1,1,0,0
91099,0,61,39645,2,14,1,1,1,0,0
0,0,26,15450,4,12,0,0,1,0,0
0,0,36,40800,5,12,0,1,1,0,1
-3647,0,25,37371,1,16,0,0,0,0,0
0,0,30,17481,5,6,0,1,1,0,1
-100,0,62,41172,5,10,0,1,1,0,1
-30590,0,35,55770,3,16,1,0,1,0,1
74999,0,50,18186,3,12,0,1,0,1,0
-50,0,52,44400,2,16,0,1,1,1,1
-2700,0,28,33984,1,12,0,0,0,0,0
300,0,44,6792,3,1,0,0,1,0,0
-762,0,33,35757,1,14,0,0,0,1,0
-1000,0,27,32880,3,12,0,0,1,0,1
-2750,0,60,33987,2,12,0,1,1,0,0
-3500,0,32,46998,7,8,0,1,1,0,1
-15000,0,26,97998,1,18,0,0,0,0,0
82200,0,25,28209,1,16,1,0,0,0,0
399,0,29,43374,1,14,0,0,0,0,0
0,0,32,13590,4,8,0,0,0,0,0
-8400,0,33,31392,3,12,0,0,1,0,1
-17975,0,26,59199,2,14,0,1,1,0,1
37999,0,50,62130,4,14,0,1,1,1,1
-18700,0,47,27150,3,14,0,0,0,1,0
-788,0,31,16020,2,13,0,1,0,1,0
-3000,0,34,46053,4,12,0,1,1,0,1
-1400,0,32,32064,1,12,0,0,0,0,0
0,0,39,20400,3,14,0,0,0,0,0
-5008,0,40,36621,5,6,0,1,1,0,0
-6415,0,31,52350,4,14,0,0,1,1,1
1600,0,33,51222,3,18,0,0,0,1,0
2000,0,54,40665,2,12,0,1,1,0,0
50,0,56,1596,2,12,0,0,0,0,0
0,0,63,39174,1,11,0,0,0,0,0
-10990,0,26,52497,2,16,0,0,1,0,1
-1483,0,36,10920,4,12,0,0,0,0,0
-800,0,29,12600,1,14,0,0,0,0,0
-2050,0,54,45900,4,12,0,1,1,0,1
59879,0,45,19998,2,18,1,1,0,0,0
2600,0,61,34680,1,16,1,0,0,0,0
-5750,0,57,35418,5,13,0,1,1,0,0
66499,0,57,104346,2,18,0,0,0,0,0
-5700,0,27,64875,4,16,0,1,1,0,1
-3775,0,41,32703,1,18,0,1,0,0,0
90,0,52,23625,1,16,0,0,0,0,0
6100,0,26,37650,2,12,0,1,1,0,1
18000,0,41,31179,4,11,1,1,1,0,1
0,0,27,31089,4,13,0,0,1,0,1
0,0,31,17901,3,9,0,0,0,0,0
1049,0,48,34974,4,12,0,0,1,0,1
11733,0,57,43356,2,16,0,1,0,0,0
165,0,28,23586,4,12,0,1,1,0,1
0,0,54,10800,1,12,0,0,0,0,0
3610,0,30,21780,1,13,0,1,1,0,0
2600,0,34,53760,5,14,0,1,0,0,0
22850,0,41,26856,3,12,0,1,1,0,1
49,0,52,13773,3,10,0,0,0,0,0
-2205,0,33,42942,4,13,0,1,1,0,1
-1201,0,51,49830,2,12,0,1,1,1,1
46500,0,34,40554,3,16,0,1,0,1,0
99760,0,62,57081,3,18,1,1,1,0,0
-275,0,35,29910,5,12,0,1,1,0,1
96997,0,62,19350,2,12,1,1,1,0,1
-5250,0,48,49656,3,12,0,0,1,0,1
133249,0,54,65661,4,12,1,1,1,0,1
20800,0,31,14760,2,12,0,0,1,0,1
-10200,0,26,18015,1,16,0,0,0,0,0
1800,0,52,17625,1,11,1,0,0,0,0
0,0,38,10443,4,12,0,0,0,0,0
5704,0,41,61353,2,12,1,1,1,0,0
-473,0,31,9024,3,12,0,0,0,0,0
80400,0,42,37200,3,12,0,0,1,0,0
502000,0,48,112989,4,16,1,1,1,0,0
62529,0,46,132492,4,16,1,1,1,0,1
37878,0,52,108870,2,18,1,1,1,1,1
-1530,0,42,75036,5,13,1,1,1,0,1
-5551,0,32,24666,3,13,0,1,0,0,0
4206,0,27,47376,2,16,0,1,1,0,1
-100,0,31,10350,2,12,0,0,0,0,0
185500,0,51,65220,3,18,1,1,1,0,0
5400,0,30,44982,1,18,0,1,0,0,0
248400,0,57,45015,2,16,1,0,1,0,0
20600,0,61,68220,2,12,1,1,1,0,1
40199,0,55,39975,2,12,1,1,1,0,1
-3861,0,58,11736,3,8,0,0,0,1,0
145001,0,58,15465,2,12,1,1,1,0,0
-2000,0,45,17076,3,10,0,1,1,0,0
47000,0,39,59400,3,12,0,1,1,0,1
-1000,0,40,21630,1,12,0,1,0,0,0
2491,0,54,20703,2,11,0,1,0,0,0
90,0,40,20940,7,3,0,0,1,0,1
120,0,50,10902,2,12,0,1,0,0,0
-58901,0,26,17700,2,14,0,1,1,0,1
-1060,0,41,25944,5,13,0,0,1,0,0
-4640,0,47,49176,4,12,0,1,1,0,1
-15495,0,42,17856,5,10,0,0,1,0,1
34112,0,57,67098,1,18,1,1,0,1,0
-900,0,32,24000,5,12,0,0,1,1,1
120000,0,60,14244,1,12,1,1,0,0,0
10050,0,40,60498,2,12,1,1,1,0,1
126500,0,51,62580,2,16,1,1,1,1,1
1690,0,35,22140,3,12,0,0,0,0,0
-2225,0,60,22440,2,12,0,1,1,0,1
5049,0,46,14196,1,16,0,0,0,0,0
500,0,25,8889,1,12,0,1,0,0,0
0,0,41,18306,2,13,0,0,0,1,0
0,0,50,13740,1,12,0,0,0,0,0
-5530,0,44,9858,1,15,0,0,0,0,0
-3700,0,49,60000,5,14,0,1,1,0,1
-745,0,29,44511,5,13,0,1,1,0,1
-18294,0,33,15300,1,16,0,0,0,0,0
11955,0,34,17352,1,13,1,0,0,0,0
1792,0,47,21240,1,14,0,1,0,0,0
15801,0,62,13317,1,11,0,1,0,0,0
17315,0,29,34773,4,16,1,0,1,0,0
0,0,35,1596,1,12,0,0,0,0,0
51299,0,43,85575,4,16,0,1,1,0,1
25000,0,44,30408,2,12,1,0,0,0,0
1733,0,54,51654,3,13,0,1,1,1,1
-1580,0,47,53856,4,16,0,1,1,1,1
-3570,0,49,3840,2,14,0,1,1,0,0
11500,0,37,99159,1,16,1,0,0,0,0
-4800,0,35,47922,4,12,0,1,1,1,0
11997,0,51,30456,3,12,0,1,1,0,1
5000,0,32,54948,4,17,0,1,1,0,1
-2308,0,40,29700,4,16,0,1,1,1,1
13,0,34,15876,8,6,0,1,1,0,0
1264,0,37,8268,1,12,0,1,0,0,0
-2600,0,46,59736,3,12,0,1,1,0,1
318,0,42,36840,4,16,0,0,1,0,1
6005,0,29,21660,1,14,0,0,0,0,0
207012,0,60,56712,2,16,1,1,1,0,0
79999,0,45,66000,2,13,0,1,0,1,0
10747,0,43,33288,2,12,0,1,1,0,1
0,0,58,11433,2,12,0,0,1,0,0
4000,0,44,36720,4,12,0,1,0,1,0
-1700,0,41,17100,1,18,0,0,0,0,0
3738,0,54,26520,1,12,0,1,0,1,0
13100,0,33,72582,4,14,1,1,1,0,1
-11055,0,42,55041,4,14,0,0,1,0,1
35000,0,56,23700,2,14,1,1,0,0,0
0,0,39,20148,2,12,0,0,0,0,0
4410,0,26,11625,1,13,0,0,0,0,0
3300,0,41,49356,4,17,1,1,1,0,1
-1100,0,28,12306,1,15,0,0,0,0,0
-2900,0,49,29814,1,14,0,0,0,0,0
16500,0,59,39681,3,12,1,1,1,0,0
-1000,0,36,20400,4,13,0,0,0,0,0
16175,0,60,14190,2,12,0,1,1,0,0
3500,0,42,41316,4,14,0,1,1,1,1
450,0,52,7200,3,6,0,0,1,0,0
38000,0,39,99345,1,14,1,1,0,0,0
-2000,0,29,22539,4,11,0,0,0,0,0
33000,0,54,19770,3,12,0,1,0,0,0
0,0,49,18900,1,11,0,0,0,1,0
4100,0,41,42264,3,14,0,1,1,1,1
4000,0,31,27708,3,13,1,0,1,0,0
49538,0,42,15000,3,12,0,0,0,0,0
4447,0,53,3780,1,4,1,0,0,1,0
199,0,33,10140,1,12,0,0,0,0,0
700,0,46,34938,3,12,0,0,1,0,1
-14091,0,39,48138,4,16,0,1,1,0,1
200,0,30,42315,2,14,0,1,1,0,1
0,0,34,9180,4,8,0,0,1,0,0
4000,0,55,39216,3,16,1,1,0,0,0
9800,0,50,28650,2,16,0,1,0,1,0
17899,0,52,72672,3,12,0,1,1,1,1
72607,0,55,36552,5,14,1,1,1,0,0
0,0,28,23388,1,11,0,0,0,1,0
-2800,0,38,51354,4,13,0,0,0,0,0
-1200,0,33,58428,4,12,0,1,1,0,0
300,0,27,36393,3,12,0,0,1,0,0
-1500,0,42,28800,4,12,0,1,1,0,0
-1302,0,36,28476,4,13,0,1,1,1,1
0,0,36,19407,5,12,0,0,1,0,0
1586,0,37,25134,2,16,0,0,1,1,0
150,0,40,50742,3,12,0,1,0,0,0
5999,0,31,14460,2,16,1,0,0,0,0
102598,0,48,17550,1,12,1,1,0,0,0
11700,0,46,30492,4,11,0,1,0,0,0
1399,0,31,53841,2,12,0,0,1,1,1
-250,0,32,7152,3,10,0,0,0,1,0
0,0,49,16812,4,12,0,1,1,0,1
21000,0,34,39210,2,17,1,0,0,1,0
9687,0,31,25254,1,12,1,1,0,0,0
20,0,33,21228,4,12,0,0,1,1,0
87996,0,49,79023,4,18,1,1,1,1,1
-600,0,32,7680,4,11,0,0,0,1,0
0,0,35,9042,1,12,0,0,0,1,0
-7001,0,36,29220,4,14,0,0,1,0,0
-2500,0,34,27294,2,9,0,0,0,0,0
4300,0,41,31560,3,12,0,1,1,0,1
0,0,26,8160,4,12,0,0,1,0,0
1600,0,27,74970,5,12,0,1,1,0,0
-960,0,39,7200,5,12,0,1,1,1,0
-301,0,46,47403,3,16,0,0,0,0,0
-6501,0,47,33780,5,13,0,1,1,0,1
-476,0,30,11703,1,12,0,0,0,0,0
40200,0,35,39480,3,12,1,1,1,0,1
7899,0,60,29424,1,14,0,0,0,0,0
500,0,31,40860,2,18,0,0,1,0,0
100,0,40,23538,1,14,0,0,0,0,0
-1021,0,41,57795,4,18,0,1,1,0,0
0,0,35,12240,1,11,0,1,0,0,0
11425,0,27,36639,4,14,1,1,1,0,1
0,0,64,11775,3,7,0,0,1,0,0
1099,0,59,35241,2,8,0,1,1,0,1
138849,0,58,34755,2,12,1,1,1,0,1
143184,0,63,42909,2,8,1,1,1,1,0
-661,0,57,18132,4,11,0,0,1,0,0
-70,0,33,16320,3,12,0,1,0,0,0
500,0,41,16200,1,12,0,0,0,0,0
-2643,0,36,38061,4,12,0,0,1,0,0
15000,0,33,50751,4,16,1,1,1,0,0
-2264,0,41,9561,3,13,0,0,0,0,0
28000,0,40,29220,1,17,0,0,0,0,0
2225,0,60,22986,2,12,1,1,1,0,1
100,0,30,13005,1,13,0,0,0,0,0
300,0,28,33906,2,18,0,0,1,0,0
1003,0,40,23988,2,14,0,0,0,0,0
800,0,35,51900,4,12,0,1,1,0,1
-100,0,25,14178,2,12,0,0,0,0,0
0,0,30,16608,2,12,0,0,0,0,0
-900,0,34,36993,1,16,1,0,0,0,0
0,0,26,17952,1,15,0,0,0,0,0
0,0,41,11202,2,9,0,0,0,0,0
-15500,0,48,20592,2,15,0,1,1,0,0
5399,0,31,13479,3,12,1,0,1,0,0
-75,0,33,7800,3,17,0,0,0,0,0
-200,0,26,4164,2,14,0,0,0,0,0
0,0,53,12240,2,12,0,0,1,0,0
-1900,0,52,22995,1,12,0,0,0,1,0
102676,0,53,64158,3,12,1,1,1,0,1
1149,0,34,29850,2,16,0,0,1,0,0
-15051,0,48,29964,5,12,0,1,1,0,0
-570,0,38,17781,4,13,0,1,1,0,0
13600,0,30,17160,1,13,0,1,0,0,0
-4757,0,33,41130,3,14,0,1,1,0,1
15599,0,61,19278,1,8,1,0,0,1,0
-295,0,42,12213,5,12,0,0,1,0,1
999,0,42,28503,2,12,0,1,1,0,1
600,0,30,7884,2,8,0,0,0,0,0
30570,0,35,40224,4,16,0,1,1,0,1
10000,0,28,51117,2,18,0,1,1,1,1
60400,0,64,31254,4,12,1,1,0,1,0
31169,0,36,82575,6,16,0,1,1,0,0
54869,0,49,18729,5,12,0,1,1,0,0
-300,0,40,24795,3,13,0,0,0,1,0
200,0,47,21813,4,12,0,0,1,0,0
500,0,60,2550,2,8,0,1,0,0,0
-200,0,31,19056,5,12,0,0,1,1,0
49,0,25,14781,2,12,0,0,0,0,0
500,0,30,89550,2,18,0,1,1,0,1
500,0,46,25350,1,18,0,1,0,1,0
0,0,40,10200,3,12,0,0,0,1,0
0,0,27,4056,3,10,0,0,0,0,0
-8200,0,54,35754,3,12,0,1,1,1,1
24100,0,40,24660,2,17,1,1,0,0,0
-3300,0,57,37569,4,12,0,1,1,0,0
-1829,0,60,25005,3,12,0,1,1,0,0
-6901,0,37,38112,3,12,0,1,0,0,0
-32887,0,35,57156,4,12,0,1,1,0,1
1800,0,52,19050,4,12,0,1,1,0,1
-18500,0,56,12024,2,12,0,1,0,0,0
0,0,43,31254,4,12,0,1,1,0,1
-16725,0,48,37416,3,16,0,0,1,0,0
195000,0,61,55446,3,13,1,1,1,1,1
0,0,41,4050,2,12,0,0,0,0,0
-16200,0,26,7440,4,13,0,0,1,0,0
27500,0,40,19704,1,16,0,1,0,0,0
-600,0,30,19443,1,16,0,0,0,1,0
68,0,42,9945,1,12,0,0,0,0,0
0,0,27,12240,4,6,0,1,1,0,0
50500,0,44,90483,6,15,1,1,1,0,0
1500,0,63,10887,2,13,0,0,0,0,0
0,0,53,5748,1,12,0,0,0,0,0
250,0,56,35742,3,12,0,1,1,0,0
-3450,0,36,14559,3,12,0,0,1,1,1
0,0,47,7041,2,12,0,0,0,0,0
399,0,61,19557,4,12,0,0,0,1,0
300,0,49,60150,3,14,0,1,1,1,1
0,0,32,3504,5,12,0,0,1,0,0
137800,0,62,23535,1,16,1,0,0,0,0
-6500,0,28,15294,1,16,0,0,0,0,0
-420,0,63,14994,2,12,0,0,1,0,0
0,0,35,11844,2,11,0,0,0,0,0
10974,0,59,29415,8,12,1,1,1,1,0
9500,0,47,31431,3,12,1,1,0,0,0
-701,0,27,18090,5,7,0,1,1,0,1
0,0,55,45384,13,10,0,0,1,0,0
9699,0,27,56691,2,18,1,1,1,0,1
15499,0,44,56250,4,12,1,1,1,0,0
15800,0,32,32856,2,13,0,1,0,0,0
2000,0,40,28680,4,12,0,1,1,0,0
-3400,0,27,21000,5,12,0,0,1,0,0
8,0,60,22551,5,1,0,1,1,0,0
0,0,26,10200,1,14,0,0,0,0,0
150,0,37,29946,4,18,0,1,1,0,0
-540,0,34,25998,3,14,1,1,0,0,0
0,0,31,34500,1,12,0,0,0,0,0
3330,0,45,15441,4,8,0,1,1,0,1
-200,0,55,36924,2,12,0,1,1,1,1
0,0,38,7110,2,12,0,0,0,0,0
0,0,42,2838,1,12,0,0,0,0,0
0,0,33,13380,1,12,0,0,0,0,0
700,0,31,19860,1,14,0,0,0,0,0
-4331,0,38,24849,7,14,0,1,1,0,0
-1400,0,35,30000,6,12,0,0,1,0,1
20269,0,33,13440,4,12,0,1,0,1,0
-5100,0,48,35700,4,12,0,1,1,0,0
-3000,0,42,16830,7,12,0,1,1,0,0
8099,0,62,52320,2,12,0,1,1,1,1
10520,0,43,65526,4,14,0,1,1,0,1
2660,0,27,40110,2,12,0,0,1,0,1
-500,0,38,10098,2,12,0,1,0,0,0
0,0,31,12588,6,12,0,0,1,0,1
-3600,0,34,21816,4,14,0,0,0,0,0
869,0,40,35439,3,13,0,1,1,0,1
-1300,0,37,35700,5,12,0,1,1,0,0
1400,0,39,14025,5,12,0,1,1,0,1
-3550,0,60,25356,1,4,0,1,0,0,0
-19301,0,45,8430,2,12,0,1,0,0,0
0,0,33,45951,4,12,0,0,1,0,1
8000,0,25,13800,1,16,1,0,0,0,0
2130,0,42,50037,4,13,0,1,1,0,1
4350,0,26,23040,1,18,0,0,0,0,0
2300,0,37,47772,3,12,0,1,1,0,1
3599,0,27,45300,2,12,0,1,1,0,1
-21950,0,33,24711,1,16,0,1,0,0,0
-800,0,52,40224,3,10,0,0,1,1,1
-12946,0,27,45750,2,12,0,1,1,0,1
-7200,0,47,39525,3,16,0,1,0,0,0
4750,0,49,47691,3,12,1,1,1,0,1
0,0,37,12324,9,11,0,1,0,0,0
-1627,0,50,22980,2,16,0,1,0,0,0
4249,0,43,44751,5,18,0,1,1,1,1
-136,0,38,20820,5,16,0,0,1,0,0
-3100,0,28,21450,3,14,0,1,1,0,1
100,0,39,21240,4,17,0,0,1,0,1
-4200,0,27,13200,2,12,0,0,0,0,0
82395,0,52,21492,2,12,1,1,0,0,0
1500,0,54,30000,1,14,1,0,0,0,0
58190,0,49,30420,3,16,1,1,0,0,0
100,0,41,28035,3,12,0,1,1,0,1
-2000,0,28,28911,1,11,0,0,0,0,0
442,0,27,15735,1,16,1,1,0,0,0
758,0,64,11247,2,12,0,1,0,1,0
9428,0,48,8475,1,17,0,0,0,0,0
6000,0,51,23364,2,12,0,1,1,0,0
4190,0,52,7704,1,12,0,0,0,0,0
57499,0,44,33774,3,14,1,1,1,0,0
999,0,31,23265,1,13,0,0,0,0,0
-14701,0,47,42690,1,18,0,0,0,0,0
-8000,0,31,11460,3,12,0,1,1,0,0
